player,match,opponent_move,response,probability
NG Ka Long Angus,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,wrist smash,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,drive,0.25
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,return net,0.75
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,back-court drive,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,back-court drive,0.045
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,clear,0.227
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,drop,0.318
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,smash,0.409
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,clear,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,lob,0.4
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,net shot,0.3
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,push,0.3
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,cross-court net shot,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,return net,0.5
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,rush,0.25
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,smash,0.25
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return drive,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,smash,1.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,defensive return lob,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,drive,0.636
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,net shot,0.091
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,push,0.091
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,return net,0.182
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drive,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,driven flight,0.333
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,net shot,0.333
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,rush,0.333
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,driven flight,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,cross-court net shot,0.152
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,lob,0.239
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,net shot,0.543
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,push,0.065
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,drop,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,back-court drive,0.027
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,clear,0.247
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,drop,0.247
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,smash,0.479
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,lob,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,cross-court net shot,0.027
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,defensive return drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,driven flight,0.014
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,drop,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,lob,0.473
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,net shot,0.365
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,push,0.108
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,rush,0.014
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,net shot,wrist smash,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,clear,0.5
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,cross-court net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,defensive return drive,0.1
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,defensive return lob,0.1
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,driven flight,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,drop,0.1
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,net shot,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,push,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,return net,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,rush,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,smash,0.1
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,push,wrist smash,0.1
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,back-court drive,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,clear,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,cross-court net shot,0.139
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,defensive return drive,0.028
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,defensive return lob,0.0
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,drive,0.028
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,driven flight,0.028
LEE Cheuk Yiu,Ng_Ka_Long_Angus_Lee_Cheuk_Yiu_YONEX_Thailand_Open_2021_QuarterFinals,return net,drop,0.0
